,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre
23633,PC,action,Obey Me,70,5769.0,14,15
23634,Switch,action,Eagle Island,70,5770.0,19,15
23635,PlayStation 4,action,Radical Rabbit Stew,70,5771.0,15,15
23636,Switch,action,Tower of Babel - no mercy,70,5772.0,19,15
23637,Switch,action,7th Sector,70,5773.0,19,15
23638,Switch,action,Ty the Tasmanian Tiger HD,70,5774.0,19,15
23639,PC,action,Crysis Remastered,70,5775.0,14,15
23640,Switch,action,Let's Sing Queen,70,5776.0,19,15
23641,Xbox 360,action,Lollipop Chainsaw,70,5777.0,5,15
23642,PlayStation 3,action,Robert Ludlum's The Bourne Conspiracy,70,5778.0,1,15
23643,Wii U,action,Mario vs. Donkey Kong: Tipping Stars,70,5779.0,6,15
23644,Xbox One,action,Just Dance 2015,70,5780.0,12,15
23646,Wii,action,Block Breaker Deluxe,70,5782.0,0,15
23650,PlayStation 3,action,Sniper Elite V2,70,5786.0,1,15
23651,PC,action,The Swindle,70,5787.0,14,15
23652,PlayStation 4,action,Arca's Path VR,70,5788.0,15,15
23653,PlayStation Vita,action,Dynasty Warriors 8 Empires,70,5789.0,11,15
23655,PC,action,Magrunner: Dark Pulse,70,5791.0,14,15
23656,PlayStation 4,action,Taiko no Tatsujin: Drum Session!,70,5792.0,15,15
23658,Xbox 360,action,Karaoke Revolution Presents: American Idol Encore,70,5794.0,5,15
23660,Xbox One,action,Voodoo Vince Remastered,70,5796.0,12,15
23663,PC,action,Senran Kagura Shinovi Versus,70,5799.0,14,15
23664,PC,action,Dandara,70,5800.0,14,15
23667,PC,action,Beat Hazard,70,5803.0,14,15
23668,PC,action,Mother Russia Bleeds,70,5804.0,14,15
23669,PlayStation 3,action,SingStar ABBA,70,5805.0,1,15
23673,PlayStation 3,action,WWE Legends of WrestleMania,70,5809.0,1,15
23675,PlayStation 4,action,Mercenary Kings,70,5811.0,15,15
23676,Wii,action,Pearl Harbor Trilogy - 1941: Red Sun Rising,70,5812.0,0,15
23679,Xbox 360,action,Call of Duty: Black Ops II - Apocalypse,70,5815.0,5,15
23680,PlayStation 4,action,Nitroplus Blasterz: Heroines Infinite Duel,70,5816.0,15,15
23681,Xbox 360,action,Call of Duty: Black Ops - Rezurrection,70,5817.0,5,15
23682,Switch,action,Sine Mora EX,70,5818.0,19,15
23683,Xbox 360,action,Naruto Shippuden: Ultimate Ninja Storm 3,70,5819.0,5,15
23684,PlayStation 4,action,Warriors All-Stars,70,5820.0,15,15
23685,PC,action,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,70,5821.0,14,15
23687,PlayStation 3,action,Rocket Knight,70,5823.0,1,15
23689,PC,action,Project IGI: I'm Going In,70,5825.0,14,15
23692,PlayStation 4,action,Warriors Orochi 4 Ultimate,70,5828.0,15,15
23694,PC,action,Game of Thrones: Episode Six - The Ice Dragon,70,5830.0,14,15
23695,Switch,action,Outbuddies DX,70,5831.0,19,15
23696,Switch,action,140,70,5832.0,19,15
23697,PlayStation 3,action,Tom Clancy's HAWX 2,70,5833.0,1,15
23699,Xbox 360,action,Lips: Number One Hits,70,5835.0,5,15
23701,Xbox 360,action,Ultimate Mortal Kombat 3,70,5837.0,5,15
23702,Xbox One,action,Below,70,5838.0,12,15
23703,Xbox 360,action,Homefront,70,5839.0,5,15
23705,PC,action,Lost in Harmony,70,5841.0,14,15
23706,Xbox One,action,Duke Nukem 3D: 20th Anniversary World Tour,70,5842.0,12,15
23708,PlayStation 4,action,Biped,70,5844.0,15,15
23709,PlayStation 3,action,Section 8: Prejudice,70,5845.0,1,15
23710,Xbox One,action,Fe,70,5846.0,12,15
23712,PC,action,Before the Echo,70,5848.0,14,15
23713,PC,action,Shadow Blade: Reload,70,5849.0,14,15
23714,Xbox One,action,AIPD - Artificial Intelligence Police Department,70,5850.0,12,15
23715,PlayStation 4,action,Shadow Warrior,70,5851.0,15,15
23717,3DS,action,3D Space Harrier,70,5853.0,9,15
23719,Switch,action,Warriors Orochi 4 Ultimate,70,5855.0,19,15
23723,PlayStation 4,action,Red Faction: Guerrilla Re-Mars-tered,70,5859.0,15,15
23724,PlayStation 3,action,Elefunk,70,5860.0,1,15
23725,PC,action,Lost Planet: Extreme Condition Colonies Edition,70,5861.0,14,15
23726,PlayStation 4,action,The Angry Birds Movie 2 VR: Under Pressure,70,5862.0,15,15
23728,PlayStation 3,action,Guitar Hero: Aerosmith,70,5864.0,1,15
23729,Wii,action,Kung Fu Panda,70,5865.0,0,15
23730,PlayStation 3,action,Wet,70,5866.0,1,15
23731,PC,action,Retrovirus,70,5867.0,14,15
23733,PlayStation 4,action,Curses 'N Chaos,70,5869.0,15,15
23734,PlayStation 4,action,Star Wars Battlefront: Outer Rim,70,5870.0,15,15
23735,PlayStation 4,action,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,70,5871.0,15,15
23736,3DS,action,Mighty Gunvolt Burst,70,5872.0,9,15
23737,Switch,action,INVERSUS Deluxe,70,5873.0,19,15
23738,PlayStation 3,action,TimeShift,70,5874.0,1,15
23739,Xbox One,action,Call of Duty: Ghosts - Devastation,70,5875.0,12,15
23740,Switch,action,RICO,70,5876.0,19,15
23741,PC,action,Homefront,70,5877.0,14,15
23742,Xbox One,action,Pix the Cat,70,5878.0,12,15
23743,Wii U,action,Puddle,70,5879.0,6,15
23744,PlayStation 3,action,Pid,70,5880.0,1,15
23747,PC,action,Zax: The Alien Hunter,70,5883.0,14,15
23748,Xbox 360,action,CellFactor: Psychokinetic Wars,70,5884.0,5,15
23753,PlayStation 4,action,Game of Thrones: Episode Three - The Sword in the Darkness,70,5889.0,15,15
23754,PlayStation 4,action,Planet of the Eyes,70,5890.0,15,15
23756,Wii,action,The King of Fighters Collection: The Orochi Saga,70,5892.0,0,15
23758,PC,action,Tom Clancy's Ghost Recon Phantoms,70,5894.0,14,15
23760,PlayStation 3,action,Homefront,70,5896.0,1,15
23762,Switch,action,The Legend of Evil,70,5898.0,19,15
23764,PlayStation 4,action,Dead Star,70,5900.0,15,15
23765,Xbox 360,action,Polar Panic,70,5901.0,5,15
23767,Xbox 360,action,Virtua Fighter 2,70,5903.0,5,15
23769,PlayStation 4,action,No Straight Roads,70,5905.0,15,15
23772,PC,action,Delta Force: Black Hawk Down - Team Sabre,70,5908.0,14,15
23775,Xbox 360,action,X-Men: The Arcade Game,70,5911.0,5,15
23777,PC,action,Shiftlings,70,5913.0,14,15
23779,PC,action,Mr. Shifty,70,5915.0,14,15
23780,Xbox One,action,ToeJam & Earl: Back in the Groove,70,5916.0,12,15
23781,PlayStation 4,action,Wuppo,70,5917.0,15,15
23782,PC,action,Effie,70,5918.0,14,15
23784,PC,action,Rogue Trooper,69,5920.0,14,15
23785,PlayStation Vita,action,Flame Over,69,5921.0,11,15
23786,Xbox One,action,Genesis Alpha One,69,5922.0,12,15
23789,Xbox One,action,Fortified,69,5925.0,12,15
23791,PC,action,Your Doodles Are Bugged!,69,5927.0,14,15
23794,Wii,action,Gradius ReBirth,69,5930.0,0,15
23795,3DS,action,River City: Tokyo Rumble,69,5931.0,9,15
23796,PlayStation 4,action,Archangel,69,5932.0,15,15
23797,PC,action,Wolfenstein: Youngblood,69,5933.0,14,15
23798,PC,action,Chrome,69,5934.0,14,15
23801,PC,action,Light Fall,69,5937.0,14,15
23802,PC,action,Sorcery! Parts 1 and 2,69,5938.0,14,15
23803,PC,action,Pavilion,69,5939.0,14,15
23804,Wii,action,Kororinpa: Marble Mania,69,5940.0,0,15
23805,PC,action,The Walking Dead: The Telltale Series - A New Frontier,69,5941.0,14,15
23806,Xbox One,action,Starwhal,69,5942.0,12,15
23807,Xbox One,action,Battle Princess Madelyn,69,5943.0,12,15
23808,PlayStation 4,action,TumbleSeed,69,5944.0,15,15
23809,Switch,action,One Piece: Pirate Warriors 4,69,5945.0,19,15
23812,PC,action,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,69,5948.0,14,15
23813,PC,action,Battleborn,69,5949.0,14,15
23817,PC,action,99Vidas,69,5953.0,14,15
23818,Wii,action,G-Force,69,5954.0,0,15
23819,PC,action,Guitar Hero: Aerosmith,69,5955.0,14,15
23825,PC,action,BioShock Infinite: Clash in the Clouds,69,5961.0,14,15
23827,Xbox One,action,Fruit Ninja Kinect 2,69,5963.0,12,15
23828,Wii U,action,The Rivers of Alice (Extended Version),69,5964.0,6,15
23829,PlayStation 4,action,Livelock,69,5965.0,15,15
23830,Xbox One,action,Deadlight: Director's Cut,69,5966.0,12,15
23831,Switch,action,Mercenary Kings: Reloaded Edition,69,5967.0,19,15
23832,Xbox One,action,Shadows: Awakening,69,5968.0,12,15
23833,PC,action,Super Crush K.O.,69,5969.0,14,15
23835,Xbox 360,action,Section 8,69,5971.0,5,15
23836,Xbox 360,action,Fusion: Genesis,69,5972.0,5,15
23838,Xbox 360,action,Sega Vintage Collection: ToeJam & Earl,69,5974.0,5,15
23839,PlayStation 4,action,Hard Reset Redux,69,5975.0,15,15
23840,PlayStation Vita,action,Murasaki Baby,69,5976.0,11,15
23841,Wii U,action,Call of Duty: Ghosts,69,5977.0,6,15
23842,Xbox One,action,The Sun and Moon,69,5978.0,12,15
23843,PlayStation 4,action,The Liar Princess and the Blind Prince,69,5979.0,15,15
23844,PC,action,Gladiator: Sword of Vengeance,69,5980.0,14,15
23847,PC,action,Disney Castle of Illusion starring Mickey Mouse,69,5983.0,14,15
23848,Xbox 360,action,Earth Defense Force 2017,69,5984.0,5,15
23851,Xbox 360,action,Trouble Witches Neo!,69,5987.0,5,15
23853,Xbox One,action,"Guns, Gore & Cannoli",69,5989.0,12,15
23854,PC,action,Lumini,69,5990.0,14,15
23855,PlayStation 4,action,Rogue Stormers,69,5991.0,15,15
23856,Xbox One,action,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',69,5992.0,12,15
23857,PC,action,Override: Mech City Brawl,69,5993.0,14,15
23858,PC,action,Lovely Planet 2: April Skies,69,5994.0,14,15
23859,Xbox One,action,No Straight Roads,69,5995.0,12,15
23860,PlayStation 4,action,Tower of Guns,69,5996.0,15,15
23862,PlayStation 4,action,Twin Breaker: A Sacred Symbols Adventure,69,5998.0,15,15
23865,Xbox 360,action,Wet,69,6001.0,5,15
23866,PlayStation 3,action,The Simpsons Arcade Game,69,6002.0,1,15
23867,PC,action,DOOM VFR,69,6003.0,14,15
23868,Switch,action,Cycle 28,69,6004.0,19,15
23872,Xbox One,action,BADLAND: Game of the Year Edition,69,6008.0,12,15
23873,PlayStation 4,action,RiftStar Raiders,69,6009.0,15,15
23874,Wii,action,The Conduit,69,6010.0,0,15
23875,PC,action,Iron Storm,69,6011.0,14,15
23877,PC,action,Rag Doll Kung Fu,69,6013.0,14,15
23879,PC,action,DESYNC,69,6015.0,14,15
23880,PlayStation 4,action,Mirror's Edge Catalyst,69,6016.0,15,15
23882,Switch,action,Witcheye,69,6018.0,19,15
23883,Xbox One,action,Crimsonland,69,6019.0,12,15
23884,Switch,action,Fate/Extella: The Umbral Star,69,6020.0,19,15
23886,PC,action,DreamWorks Shrek SuperSlam,69,6022.0,14,15
23887,Wii U,action,Ninja Gaiden 3: Razor's Edge,69,6023.0,6,15
23889,Wii,action,Gyrostarr,69,6025.0,0,15
23890,Wii U,action,Star Fox Zero,69,6026.0,6,15
23891,PlayStation Vita,action,Duke Nukem 3D: Megaton Edition,69,6027.0,11,15
23892,PlayStation 3,action,BloodRayne: Betrayal,69,6028.0,1,15
23893,PlayStation 4,action,Dynasty Warriors 8: Xtreme Legends Complete Edition,69,6029.0,15,15
23895,3DS,action,Shinobi,69,6031.0,9,15
23896,Wii,action,NiGHTS: Journey of Dreams,69,6032.0,0,15
23898,Wii,action,Ghost Squad,69,6034.0,0,15
23900,PC,action,Cryostasis: The Sleep of Reason,69,6036.0,14,15
23906,PlayStation Vita,action,Draw Slasher,69,6042.0,11,15
23907,PlayStation Vita,action,Furmins,69,6043.0,11,15
23910,PC,action,Minimum,69,6046.0,14,15
23912,Xbox One,action,The Solus Project,69,6048.0,12,15
23913,PC,action,Albert & Otto: The Adventure Begins,69,6049.0,14,15
23914,Xbox One,action,Gear Gauntlet,69,6050.0,12,15
23915,Xbox One,action,ClusterTruck,69,6051.0,12,15
23916,PlayStation 4,action,OK K.O.! Let's Play Heroes,69,6052.0,15,15
23917,PC,action,Rifter,69,6053.0,14,15
23918,PlayStation 4,action,Call of Duty: Infinite Warfare - Absolution,69,6054.0,15,15
23919,Switch,action,De Mambo,69,6055.0,19,15
23920,Xbox One,action,DeadCore,69,6056.0,12,15
23921,PC,action,Skelattack,69,6057.0,14,15
23922,Xbox One,action,Caveman Warriors,69,6058.0,12,15
23923,Switch,action,A Hole New World,69,6059.0,19,15
23924,Xbox One,action,Earth Atlantis,69,6060.0,12,15
23925,PlayStation 4,action,Slime Rancher,69,6061.0,15,15
23926,PC,action,Rigid Force Alpha,69,6062.0,14,15
23927,Switch,action,Necrosphere Deluxe,69,6063.0,19,15
23928,Switch,action,Furwind,69,6064.0,19,15
23929,Switch,action,Exit the Gungeon,69,6065.0,19,15
23930,Xbox 360,action,Operation Flashpoint: Red River,69,6066.0,5,15
23931,PC,action,Battlefield Heroes,69,6067.0,14,15
23932,Wii,action,Sonic and the Secret Rings,69,6068.0,0,15
23933,PC,action,Forgotten Realms: Demon Stone,69,6069.0,14,15
23936,PlayStation 3,action,1942: Joint Strike,69,6072.0,1,15
23937,PC,action,Cobalt,69,6073.0,14,15
23938,Xbox One,action,Tom Clancy's The Division - Underground,69,6074.0,12,15
23940,PlayStation 3,action,Alien Breed 2: Assault,69,6076.0,1,15
23949,Xbox One,action,Aftercharge,69,6085.0,12,15
23950,Switch,action,Spinch,69,6086.0,19,15
23952,PC,action,Tannenberg,69,6088.0,14,15
23953,PlayStation 3,action,Earth Defense Force 2025,69,6089.0,1,15
23955,PC,action,Chivalry: Deadliest Warrior,69,6091.0,14,15
23956,Switch,action,Q.U.B.E. 2,69,6092.0,19,15
23957,Xbox 360,action,Serious Sam HD: The First Encounter,69,6093.0,5,15
23958,3DS,action,Kirby's Blowout Blast,69,6094.0,9,15
23959,Xbox 360,action,Foul Play,69,6095.0,5,15
23960,Xbox One,action,Dead or Alive 5 Last Round,69,6096.0,12,15
23962,Xbox 360,action,Ancients of Ooga,69,6098.0,5,15
23963,3DS,action,Fire Emblem Warriors,69,6099.0,9,15
23964,Xbox 360,action,Def Jam: Icon,69,6100.0,5,15
23965,PC,action,Pariah,69,6101.0,14,15
23966,PlayStation 4,action,Mad Max,69,6102.0,15,15
23969,PC,action,Pride Run,69,6105.0,14,15
23970,Xbox One,action,Odium To the Core,69,6106.0,12,15
23971,3DS,action,Hey! Pikmin,69,6107.0,9,15
23972,Xbox 360,action,Rayman 3 HD,69,6108.0,5,15
23973,PC,action,Oblitus,69,6109.0,14,15
23974,Switch,action,ChromaGun,69,6110.0,19,15
23975,PC,action,Foul Play,69,6111.0,14,15
23976,PC,action,Warframe,69,6112.0,14,15
23981,PC,action,Quake III: Team Arena,69,6117.0,14,15
23983,PC,action,Gumboy Crazy Adventures,69,6119.0,14,15
23984,Xbox 360,action,Lips: Party Classics,69,6120.0,5,15
23988,Xbox One,action,Iron Crypticle,69,6124.0,12,15
23990,Xbox 360,action,Turok,69,6126.0,5,15
23991,Xbox One,action,My Memory of Us,69,6127.0,12,15
23992,PlayStation 3,action,The Bureau: XCOM Declassified,69,6128.0,1,15
23993,PC,action,World of Warplanes,69,6129.0,14,15
23994,PlayStation 4,action,Arslan: The Warriors of Legend,69,6130.0,15,15
23995,Xbox 360,action,Enemy Territory: Quake Wars,69,6131.0,5,15
24000,Xbox 360,action,Plants vs Zombies: Garden Warfare,69,6136.0,5,15
24001,PC,action,Glare,69,6137.0,14,15
24002,PlayStation Vita,action,Sparkle 2,69,6138.0,11,15
24004,PC,action,Super Galaxy Squadron EX,69,6140.0,14,15
24005,PlayStation 4,action,Candlelight,69,6141.0,15,15
24006,3DS,action,The Legend of Kusakari,69,6142.0,9,15
24008,PlayStation 4,action,Viking Squad,69,6144.0,15,15
24009,PlayStation 4,action,Pankapu,69,6145.0,15,15
24010,PC,action,FOX n FORESTS,69,6146.0,14,15
24011,Switch,action,9 Monkeys of Shaolin,69,6147.0,19,15
24012,Xbox One,action,Fission Superstar X,69,6148.0,12,15
24014,Switch,action,Monochrome World,69,6150.0,19,15
24015,PlayStation 4,action,Game of Thrones: Episode Two - The Lost Lords,69,6151.0,15,15
24016,Xbox 360,action,Quake Arena Arcade,69,6152.0,5,15
24017,Wii,action,Dance Dance Revolution: Hottest Party 2,69,6153.0,0,15
24019,PC,action,Thunder Wolves,69,6155.0,14,15
24020,Wii,action,Call of Duty 3,69,6156.0,0,15
24022,Xbox One,action,Slain: Back from Hell,69,6158.0,12,15
24023,Switch,action,Akane,69,6159.0,19,15
24024,PlayStation 4,action,Earth Defense Force: Iron Rain,69,6160.0,15,15
24025,3DS,action,Heroes of Ruin,69,6161.0,9,15
24027,PC,action,Borderlands: Claptrap's New Robot Revolution,69,6163.0,14,15
24028,PlayStation Vita,action,Touch My Katamari,69,6164.0,11,15
24029,Xbox One,action,Shift Happens,69,6165.0,12,15
24031,PlayStation 3,action,Burnout Crash!,69,6167.0,1,15
24033,Wii,action,Crash of the Titans,69,6169.0,0,15
24034,PlayStation 3,action,Max & the Magic Marker: Gold Edition,69,6170.0,1,15
24035,PlayStation Vita,action,Guilty Gear XX Accent Core Plus R,69,6171.0,11,15
24037,PlayStation 4,action,Game of Thrones: A Telltale Games Series,69,6173.0,15,15
24038,PlayStation 4,action,Paperbound,69,6174.0,15,15
24039,Xbox One,action,Raging Justice,69,6175.0,12,15
24041,Xbox One,action,Vostok Inc.,69,6177.0,12,15
24042,PlayStation 4,action,Snake Pass,69,6178.0,15,15
24043,Xbox 360,action,Pinball FX,69,6179.0,5,15
24044,Wii,action,Alice in Wonderland,69,6180.0,0,15
24045,3DS,action,Dillon's Dead-Heat Breakers,69,6181.0,9,15
24046,PC,action,Aurion: Legacy of the Kori-Odan,69,6182.0,14,15
24050,PlayStation 4,action,Dragon Ball: Xenoverse,69,6186.0,15,15
24051,Xbox 360,action,Biology Battle,69,6187.0,5,15
24054,PC,action,Dead or Alive 5 Last Round,69,6190.0,14,15
24055,Xbox 360,action,Diner Dash,69,6191.0,5,15
24065,PlayStation 4,action,Soft Body,69,6201.0,15,15
24066,PC,action,Hover: Revolt Of Gamers,69,6202.0,14,15
24067,PC,action,Excubitor,69,6203.0,14,15
24069,Switch,action,Phantom Breaker: Battle Grounds Overdrive,69,6205.0,19,15
24070,Switch,action,Azure Reflections,69,6206.0,19,15
24071,Switch,action,Kine,69,6207.0,19,15
24072,Xbox 360,action,Call of Duty: Black Ops II - Vengeance,69,6208.0,5,15
24073,Xbox 360,action,Giana Sisters: Twisted Dreams,69,6209.0,5,15
24074,PlayStation 4,action,Screencheat,69,6210.0,15,15
24075,PC,action,Syndicate (2012),69,6211.0,14,15
24076,PlayStation 3,action,Tornado Outbreak,69,6212.0,1,15
24078,Xbox 360,action,The Amazing Spider-Man,69,6214.0,5,15
24079,Xbox 360,action,Sonic & Knuckles,69,6215.0,5,15
24080,3DS,action,Liberation Maiden,69,6216.0,9,15
24082,Xbox 360,action,Boom Boom Rocket,69,6218.0,5,15
24084,PC,action,Marvel vs. Capcom: Infinite,69,6220.0,14,15
24085,PC,action,My Memory of Us,69,6221.0,14,15
24090,PC,action,Earth Defense Force: Insect Armageddon,69,6226.0,14,15
24091,PlayStation Vita,action,Life of Pixel,69,6227.0,11,15
24092,PC,action,Bloodsports.TV,69,6228.0,14,15
24093,PC,action,Until I Have You,69,6229.0,14,15
24094,Xbox One,action,Momonga Pinball Adventures,69,6230.0,12,15
24095,PC,action,Plasma Puncher,69,6231.0,14,15
24096,PlayStation 4,action,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,68,6232.0,15,15
24097,PC,action,Shadowgate,68,6233.0,14,15
24099,PlayStation 4,action,Gang Beasts,68,6235.0,15,15
24100,Xbox 360,action,Madballs in Babo: Invasion,68,6236.0,5,15
24102,Xbox 360,action,BioShock Infinite: Clash in the Clouds,68,6238.0,5,15
24104,PlayStation 4,action,Call of Duty: Black Ops III - Descent,68,6240.0,15,15
24105,PC,action,Call of Duty: Ghosts,68,6241.0,14,15
24106,Wii,action,WWE All Stars,68,6242.0,0,15
24107,PlayStation Vita,action,Metrico,68,6243.0,11,15
24108,Wii,action,Link's Crossbow Training,68,6244.0,0,15
24109,Xbox 360,action,Call of Duty: Modern Warfare 2 - Stimulus Package,68,6245.0,5,15
24110,PlayStation 3,action,Battlefield 3: Aftermath,68,6246.0,1,15
24111,3DS,action,Scribblenauts Unmasked: A DC Comics Adventure,68,6247.0,9,15
24112,PlayStation Vita,action,MouseCraft,68,6248.0,11,15
24113,PC,action,In Between,68,6249.0,14,15
24114,Xbox One,action,Wolfenstein: Youngblood,68,6250.0,12,15
24115,Switch,action,Ninjala,68,6251.0,19,15
24116,Xbox 360,action,1942: Joint Strike,68,6252.0,5,15
24118,PC,action,Spider-Man: Shattered Dimensions,68,6254.0,14,15
24123,PC,action,Pixel Galaxy,68,6259.0,14,15
24124,Xbox One,action,Warriors Orochi 4,68,6260.0,12,15
24125,PlayStation 4,action,Starblood Arena,68,6261.0,15,15
24126,PC,action,Crimecraft: Bleedout,68,6262.0,14,15
24127,PC,action,MARVEL Powers United VR,68,6263.0,14,15
24128,PC,action,Hyper Scape,68,6264.0,14,15
24129,PC,action,Inside My Radio,68,6265.0,14,15
24130,PlayStation 4,action,One Piece: Unlimited World Red - Deluxe Edition,68,6266.0,15,15
24131,PC,action,Espire 1: VR Operative,68,6267.0,14,15
24133,Xbox 360,action,Cloudberry Kingdom,68,6269.0,5,15
24138,PC,action,Metrocide,68,6274.0,14,15
24139,PC,action,Master Spy,68,6275.0,14,15
24141,Xbox One,action,Heart&Slash,68,6277.0,12,15
24142,Xbox One,action,Black The Fall,68,6278.0,12,15
24143,PlayStation 4,action,Killing Floor: Incursion,68,6279.0,15,15
24144,PC,action,Stela,68,6280.0,14,15
24145,Switch,action,Wallachia: Reign of Dracula,68,6281.0,19,15
24146,Xbox 360,action,Earth Defense Force 2025,68,6282.0,5,15
24147,Xbox 360,action,Joust,68,6283.0,5,15
24148,PlayStation 3,action,Dynasty Warriors 8,68,6284.0,1,15
24149,PlayStation 4,action,Gundam Versus,68,6285.0,15,15
24150,Switch,action,Bubble Bobble 4 Friends,68,6286.0,19,15
24153,PC,action,Rogue Stormers,68,6289.0,14,15
24154,Switch,action,Heroki,68,6290.0,19,15
24155,Xbox 360,action,Spider-Man: Web of Shadows,68,6291.0,5,15
24157,Wii,action,Chronos Twins DX,68,6293.0,0,15
24158,PC,action,Nom Nom Galaxy,68,6294.0,14,15
24160,PlayStation 4,action,de Blob 2,68,6296.0,15,15
24161,PC,action,The Hong Kong Massacre,68,6297.0,14,15
24162,Switch,action,Project Nimbus: Complete Edition,68,6298.0,19,15
24163,PlayStation 4,action,Star Wars Battlefront II,68,6299.0,15,15
24164,PC,action,Strange Brigade,68,6300.0,14,15
24165,PlayStation 4,action,Kill la Kill: IF,68,6301.0,15,15
24166,PC,action,Koihime Enbu,68,6302.0,14,15
24167,PlayStation 3,action,Def Jam: Icon,68,6303.0,1,15
24168,PlayStation 4,action,Battleborn,68,6304.0,15,15
24171,PC,action,Paperbound,68,6307.0,14,15
24172,PC,action,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',68,6308.0,14,15
24174,Xbox 360,action,Brink,68,6310.0,5,15
24175,PlayStation 3,action,Rock of Ages,68,6311.0,1,15
24185,PlayStation 3,action,Dynasty Warriors 8: Xtreme Legends,68,6321.0,1,15
24186,PlayStation 4,action,Broforce,68,6322.0,15,15
24187,PC,action,Runers,68,6323.0,14,15
24188,Xbox 360,action,Lost Planet 2,68,6324.0,5,15
24189,PlayStation Vita,action,Earth Defense Force 2017 Portable,68,6325.0,11,15
24191,PlayStation Vita,action,Alien Breed (PS Mobile),68,6327.0,11,15
24194,Xbox One,action,In Between,68,6330.0,12,15
24195,PC,action,Skylar & Plux: Adventure on Clover Island,68,6331.0,14,15
24196,PlayStation 4,action,My Hero One's Justice 2,68,6332.0,15,15
24198,PC,action,A.R.E.S. Extinction Agenda,68,6334.0,14,15
24199,PC,action,Kromaia,68,6335.0,14,15
24200,Xbox One,action,Ghostbusters: The Video Game Remastered,68,6336.0,12,15
24201,Switch,action,Missile Command: Recharged,68,6337.0,19,15
24202,PlayStation 4,action,Yooka-Laylee,68,6338.0,15,15
24203,PlayStation 4,action,Strike Suit Zero: Director's Cut,68,6339.0,15,15
24204,Xbox 360,action,Space Giraffe,68,6340.0,5,15
24205,Xbox 360,action,G-Force,68,6341.0,5,15
24206,PlayStation 3,action,Lost Planet 2,68,6342.0,1,15
24207,PC,action,The Precursors,68,6343.0,14,15
24209,PC,action,Killing Floor: Incursion,68,6345.0,14,15
24210,Xbox One,action,Way of the Passive Fist,68,6346.0,12,15
24211,PlayStation 3,action,Rag Doll Kung Fu: Fists of Plastic,68,6347.0,1,15
24214,PlayStation 4,action,The Wizards: Enhanced Edition,68,6350.0,15,15
24217,PlayStation 3,action,Switchball,68,6353.0,1,15
24218,Switch,action,Typoman: Revised,68,6354.0,19,15
24219,Xbox 360,action,Tom Clancy's HAWX 2,68,6355.0,5,15
24220,Xbox 360,action,Viking: Battle for Asgard,68,6356.0,5,15
24221,3DS,action,Star Wars Pinball,68,6357.0,9,15
24222,PlayStation 4,action,Batman: The Telltale Series,68,6358.0,15,15
24223,PlayStation 4,action,GORN,68,6359.0,15,15
24224,Wii,action,Lost in Shadow,68,6360.0,0,15
24225,PC,action,Binary Domain,68,6361.0,14,15
24227,PC,action,Ultimate Ride,68,6363.0,14,15
24234,3DS,action,Alien Chaos 3D,68,6370.0,9,15
24236,PC,action,A Valley Without Wind 2,68,6372.0,14,15
24238,PlayStation 3,action,CounterSpy,68,6374.0,1,15
24241,PC,action,Parallax,68,6377.0,14,15
24242,PC,action,Five Nights at Freddy's 3,68,6378.0,14,15
24243,PC,action,Warlocks vs Shadows,68,6379.0,14,15
24244,PlayStation 4,action,Kromaia Omega,68,6380.0,15,15
24246,Xbox One,action,"LEVEL 22, Gary's Misadventures",68,6382.0,12,15
24247,Wii U,action,Dreamals,68,6383.0,6,15
24248,PlayStation 4,action,Daydreamer: Awakened Edition,68,6384.0,15,15
24249,Xbox One,action,Kill The Bad Guy,68,6385.0,12,15
24250,Switch,action,One Piece: Unlimited World Red - Deluxe Edition,68,6386.0,19,15
24251,Switch,action,Black The Fall,68,6387.0,19,15
24252,Switch,action,Black Hole,68,6388.0,19,15
24253,Xbox One,action,Switch: Or Die Trying,68,6389.0,12,15
24254,Xbox One,action,Exception,68,6390.0,12,15
24255,PC,action,Serious Sam 4,68,6391.0,14,15
24256,Switch,action,INK,68,6392.0,19,15
24257,Switch,action,Mana Spark,68,6393.0,19,15
24258,PC,action,Splitgate: Arena Warfare,68,6394.0,14,15
24259,PC,action,My Hero One's Justice 2,68,6395.0,14,15
24260,Switch,action,Star Wars Jedi Knight: Jedi Academy,68,6396.0,19,15
24261,Switch,action,World of Tanks Blitz,68,6397.0,19,15
24262,PlayStation 3,action,Hell Yeah! Wrath of the Dead Rabbit,68,6398.0,1,15
24264,PC,action,The Cave (2013),68,6400.0,14,15
24266,Xbox 360,action,Alien Breed 3: Descent,68,6402.0,5,15
24267,PC,action,Trine 3: The Artifacts of Power,68,6403.0,14,15
24270,PlayStation 3,action,Arcana Heart 3: LOVE MAX!!!!!,68,6406.0,1,15
24271,PC,action,Marvel's Avengers,68,6407.0,14,15
