,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre,score8
23239,PC,action,Moving Out,79,2725.0,14,16,0
23240,Switch,action,Part Time UFO,79,2726.0,19,16,0
23241,PC,action,Shadow Warrior 2,78,2727.0,14,16,0
23242,PC,action,Apotheon,78,2728.0,14,16,0
23243,PC,action,Star Wars: Battlefront II,78,2729.0,14,16,0
23244,Xbox One,action,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,78,2730.0,12,16,0
23245,PC,action,The Walking Dead: Season Two Episode 1 - All That Remains,78,2731.0,14,16,0
23246,Wii,action,WWE SmackDown vs. Raw 2010,78,2732.0,0,16,0
23248,PC,action,Star Trek: Elite Force II,78,2734.0,14,16,0
23249,PlayStation 3,action,Call of Juarez: Bound in Blood,78,2735.0,1,16,0
23250,PlayStation 4,action,Pinball FX3,78,2736.0,15,16,0
23252,PC,action,Zuma's Revenge!,78,2738.0,14,16,0
23254,PlayStation 4,action,ZEN Pinball 2: Balls of Glory,78,2740.0,15,16,0
23256,PC,action,DOOM 3: Resurrection of Evil,78,2742.0,14,16,0
23261,PC,action,Deathsmiles,78,2747.0,14,16,0
23262,Xbox One,action,Ultimate Marvel vs. Capcom 3,78,2748.0,12,16,0
23263,Xbox One,action,Turok 2: Seeds of Evil Remaster,78,2749.0,12,16,0
23264,PC,action,Angry Birds VR: Isle of Pigs,78,2750.0,14,16,0
23265,Xbox 360,action,Skylanders: Spyro's Adventure,78,2751.0,5,16,0
23266,PlayStation 3,action,Rock Band Blitz,78,2752.0,1,16,0
23270,PlayStation 4,action,Death Road to Canada,78,2756.0,15,16,0
23271,PC,action,Transformers: Fall of Cybertron,78,2757.0,14,16,0
23272,PC,action,Vanquish,78,2758.0,14,16,0
23273,PC,action,Left 4 Dead: Crash Course,78,2759.0,14,16,0
23274,Switch,action,Octahedron: Transfixed Edition,78,2760.0,19,16,0
23275,Wii U,action,Yoshi's Woolly World,78,2761.0,6,16,0
23276,Wii,action,The House of the Dead: Overkill,78,2762.0,0,16,0
23279,PlayStation 4,action,Super Rude Bear Resurrection,78,2765.0,15,16,0
23281,Switch,action,Mortal Kombat 11,78,2767.0,19,16,0
23282,Xbox 360,action,WWE '13,78,2768.0,5,16,0
23285,PC,action,Rocksmith,78,2771.0,14,16,0
23288,Wii U,action,Angry Video Game Nerd Adventures,78,2774.0,6,16,0
23293,PlayStation 4,action,Borderlands 3,78,2779.0,15,16,0
23294,PC,action,Dragon Ball: Xenoverse 2,78,2780.0,14,16,0
23295,Xbox One,action,SUPERBEAT: XONiC,78,2781.0,12,16,0
23296,PC,action,Attack on Titan 2,78,2782.0,14,16,0
23298,PlayStation 4,action,Budget Cuts,78,2784.0,15,16,0
23299,Switch,action,Ibb & Obb,78,2785.0,19,16,0
23301,PlayStation 4,action,Hatsune Miku: Project Diva X,78,2787.0,15,16,0
23304,PlayStation 4,action,Granblue Fantasy: Versus,78,2790.0,15,16,0
23305,PC,action,DeadCore,78,2791.0,14,16,0
23307,Wii,action,Castlevania: The Adventure ReBirth,78,2793.0,0,16,0
23308,PC,action,Duke Nukem: Manhattan Project,78,2794.0,14,16,0
23310,PC,action,The Walking Dead: Season Two Episode 5 - No Going Back,78,2796.0,14,16,0
23311,PlayStation 4,action,Overcooked!,78,2797.0,15,16,0
23312,PlayStation 3,action,Joe Danger 2: The Movie,78,2798.0,1,16,0
23313,PlayStation Vita,action,OMG HD Zombies!,78,2799.0,11,16,0
23315,PC,action,Wuppo,78,2801.0,14,16,0
23316,Xbox One,action,Freedom Finger,78,2802.0,12,16,0
23317,PC,action,Closure,78,2803.0,14,16,0
23319,Switch,action,TumbleSeed,78,2805.0,19,16,0
23320,PC,action,Call of Duty: Advanced Warfare,78,2806.0,14,16,0
23321,PC,action,SUPERHOT: MIND CONTROL DELETE,78,2807.0,14,16,0
23322,PC,action,DRAW CHILLY,78,2808.0,14,16,0
23323,3DS,action,Theatrhythm Final Fantasy,78,2809.0,9,16,0
23324,PC,action,Teleglitch: Die More Edition,78,2810.0,14,16,0
23327,PC,action,Project Warlock,78,2813.0,14,16,0
23329,PC,action,"Warhammer 40,000: Mechanicus",78,2815.0,14,16,0
23333,PlayStation 4,action,Mobile Suit Gundam: Extreme VS. MaxiBoost ON,78,2819.0,15,16,0
23337,PlayStation 3,action,The Walking Dead: 400 Days,78,2823.0,1,16,0
23338,PlayStation 4,action,1001 Spikes,78,2824.0,15,16,0
23342,PlayStation 3,action,Warp,78,2828.0,1,16,0
23343,Xbox One,action,Skylanders Imaginators,78,2829.0,12,16,0
23344,PC,action,Sairento VR,78,2830.0,14,16,0
23345,PlayStation 4,action,Catastronauts!,78,2831.0,15,16,0
23346,Xbox One,action,Shadow Warrior 2,78,2832.0,12,16,0
23347,PlayStation 3,action,Hatsune Miku: Project Diva F 2nd,78,2833.0,1,16,0
23348,PC,action,Tom Clancy's Rainbow Six: Vegas 2,78,2834.0,14,16,0
23349,PC,action,The Adventure Pals,78,2835.0,14,16,0
23350,Wii,action,"Blast Works: Build, Trade, Destroy",78,2836.0,0,16,0
23352,Switch,action,Musynx,78,2838.0,19,16,0
23353,Xbox One,action,Bleed 2,78,2839.0,12,16,0
23354,PC,action,Runner3,78,2840.0,14,16,0
23355,PlayStation 4,action,Unravel,78,2841.0,15,16,0
23356,Switch,action,Blaster Master Zero,78,2842.0,19,16,0
23357,Xbox One,action,Candleman,78,2843.0,12,16,0
23358,3DS,action,Fluidity: Spin Cycle,78,2844.0,9,16,0
23359,Xbox 360,action,Super Street Fighter IV: Arcade Edition,78,2845.0,5,16,0
23360,PC,action,The Lord of the Rings: The Return of the King,78,2846.0,14,16,0
23363,Xbox One,action,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,78,2849.0,12,16,0
23365,PC,action,Fuser,78,2851.0,14,16,0
23366,Xbox One,action,Battlefield V,78,2852.0,12,16,0
23367,PC,action,Devil May Cry 4,78,2853.0,14,16,0
23369,3DS,action,Mario and Donkey Kong: Minis on the Move,78,2855.0,9,16,0
23370,Xbox 360,action,Naruto: Rise of a Ninja,78,2856.0,5,16,0
23372,PlayStation Vita,action,Stealth Inc: A Clone in the Dark,78,2858.0,11,16,0
23373,PlayStation 3,action,Call of Duty Classic,78,2859.0,1,16,0
23374,PlayStation 4,action,Forma.8,78,2860.0,15,16,0
23375,PlayStation 3,action,Toy Story 3,78,2861.0,1,16,0
23376,Xbox 360,action,Call of Duty: Black Ops - First Strike,78,2862.0,5,16,0
23377,PC,action,Sniper Elite 4,78,2863.0,14,16,0
23378,Xbox 360,action,Lost Planet: Extreme Condition Colonies Edition,78,2864.0,5,16,0
23380,Xbox 360,action,Space Channel 5 Part 2,78,2866.0,5,16,0
23382,PC,action,Dead Space 3,78,2868.0,14,16,0
23384,PC,action,Running with Rifles,78,2870.0,14,16,0
23385,PlayStation 4,action,Starwhal,78,2871.0,15,16,0
23386,Wii U,action,Sportsball,78,2872.0,6,16,0
23388,Wii U,action,Adventures of Pip,78,2874.0,6,16,0
23389,3DS,action,The Binding of Isaac: Rebirth,78,2875.0,9,16,0
23391,PlayStation 4,action,Mothergunship,78,2877.0,15,16,0
23392,Xbox One,action,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,78,2878.0,12,16,0
23393,Switch,action,Shift Quantum,78,2879.0,19,16,0
23394,PC,action,The Missing: JJ Macfield and the Island of Memories,78,2880.0,14,16,0
23395,Xbox One,action,Spellbreak,78,2881.0,12,16,0
23396,Wii U,action,The Wonderful 101,78,2882.0,6,16,0
23397,PlayStation 3,action,WWE SmackDown vs. Raw 2009,78,2883.0,1,16,0
23398,Wii,action,New Play Control! Donkey Kong Jungle Beat,78,2884.0,0,16,0
23399,PlayStation 4,action,Rock Band 4,78,2885.0,15,16,0
23400,PlayStation 3,action,Crash Commando,78,2886.0,1,16,0
23401,PC,action,Mushroom 11,78,2887.0,14,16,0
23402,PC,action,A Way Out,78,2888.0,14,16,0
23405,PlayStation Vita,action,Killzone: Mercenary,78,2891.0,11,16,0
23406,Switch,action,My Friend Pedro,78,2892.0,19,16,0
23407,PlayStation 3,action,Dragon's Dogma,78,2893.0,1,16,0
23410,PC,action,Remnant: From the Ashes,78,2896.0,14,16,0
23414,Switch,action,Taiko no Tatsujin: Drum 'n' Fun!,78,2900.0,19,16,0
23415,Switch,action,Sega Ages: Shinobi,78,2901.0,19,16,0
23417,Xbox 360,action,Skullgirls,78,2903.0,5,16,0
23419,PC,action,Pit People,78,2905.0,14,16,0
23420,PC,action,KUNAI,78,2906.0,14,16,0
23421,PC,action,Armed and Dangerous,78,2907.0,14,16,0
23422,PlayStation 4,action,Fortnite,78,2908.0,15,16,0
23424,PC,action,Call of Duty: Modern Warfare 3,78,2910.0,14,16,0
23425,Xbox One,action,Q.U.B.E. 2,78,2911.0,12,16,0
23426,PC,action,Star Wars: Republic Commando,78,2912.0,14,16,0
23428,Xbox One,action,Moving Out,78,2914.0,12,16,0
23429,PC,action,Marvel's Guardians of the Galaxy: The Telltale Series,78,2915.0,14,16,0
23430,PC,action,So Many Me,78,2916.0,14,16,0
23431,Xbox 360,action,Call of Duty: Modern Warfare 3 - Collection 2,78,2917.0,5,16,0
23435,Wii U,action,Electronic Super Joy,78,2921.0,6,16,0
23436,PC,action,Wildfire,78,2922.0,14,16,0
23437,Switch,action,Duke Nukem 3D: 20th Anniversary World Tour,78,2923.0,19,16,0
23438,Xbox One,action,Foregone,78,2924.0,12,16,0
23440,Xbox One,action,Headlander,78,2926.0,12,16,0
23441,PC,action,Super Rude Bear Resurrection,78,2927.0,14,16,0
23442,PlayStation 3,action,Retro/Grade,78,2928.0,1,16,0
23443,Wii,action,Sonic Colors,78,2929.0,0,16,0
23444,PlayStation 4,action,Under Night In-Birth Exe:Late[st],78,2930.0,15,16,0
23445,Xbox 360,action,Far Cry Instincts Predator,78,2931.0,5,16,0
23446,Xbox One,action,Skylanders Trap Team,78,2932.0,12,16,0
23447,PC,action,Heavy Metal: F.A.K.K. 2,78,2933.0,14,16,0
23451,Xbox One,action,Immortal Redneck,78,2937.0,12,16,0
23452,PlayStation 4,action,Cat Quest II,78,2938.0,15,16,0
23453,Xbox 360,action,Bangai-O HD: Missile Fury,78,2939.0,5,16,0
23456,PC,action,NightSky,78,2942.0,14,16,0
23462,Switch,action,ATOMIK: RunGunJumpGun,78,2948.0,19,16,0
23463,Switch,action,Never Give Up,78,2949.0,19,16,0
23464,Switch,action,Void Bastards,78,2950.0,19,16,0
23465,PC,action,Remnant: From the Ashes - Subject 2923,78,2951.0,14,16,0
23466,Xbox One,action,Call of Duty: Ghosts,78,2952.0,12,16,0
23467,PC,action,Call of Juarez: Bound in Blood,78,2953.0,14,16,0
23468,PC,action,The Walking Dead: Season Two Episode 4 - Amid the Ruins,78,2954.0,14,16,0
23469,Xbox 360,action,Rock Band Blitz,78,2955.0,5,16,0
23470,Switch,action,Oddworld: Abe's Oddysee - New 'n' Tasty,78,2956.0,19,16,0
23471,PC,action,Joint Operations: Escalation,78,2957.0,14,16,0
23472,PC,action,The Mummy Demastered,78,2958.0,14,16,0
23473,Xbox One,action,Double Cross,78,2959.0,12,16,0
23474,PlayStation 4,action,Skylanders Trap Team,78,2960.0,15,16,0
23475,Xbox 360,action,Charlie Murder,78,2961.0,5,16,0
23476,PlayStation 4,action,Call of Duty: Ghosts,78,2962.0,15,16,0
23480,PC,action,Plants vs Zombies: Garden Warfare,78,2966.0,14,16,0
23481,PlayStation Vita,action,Thomas Was Alone,78,2967.0,11,16,0
23483,PC,action,Melty Blood Actress Again Current Code,78,2969.0,14,16,0
23484,PlayStation 4,action,Fury Unleashed,78,2970.0,15,16,0
23485,PlayStation 4,action,PlanetSide 2,78,2971.0,15,16,0
23486,Xbox 360,action,Metal Slug 3,78,2972.0,5,16,0
23487,PC,action,Medal of Honor: Airborne,78,2973.0,14,16,0
23488,PC,action,Red Faction,78,2974.0,14,16,0
23491,Switch,action,Death Squared,78,2977.0,19,16,0
23494,PlayStation 4,action,Call of Duty: Black Ops Cold War,78,2980.0,15,16,0
23495,Wii,action,MySims Agents,78,2981.0,0,16,0
23498,PC,action,Soundodger+,78,2984.0,14,16,0
23499,Switch,action,Dandy Dungeon: Legend of Brave Yamada,78,2985.0,19,16,0
23500,Xbox 360,action,Ace Combat: Assault Horizon,78,2986.0,5,16,0
23501,Switch,action,Good Job!,78,2987.0,19,16,0
23502,PC,action,Samurai Gunn,78,2988.0,14,16,0
23503,PC,action,The Walking Dead: 400 Days,78,2989.0,14,16,0
23505,PlayStation 3,action,El Shaddai: Ascension of the Metatron,78,2991.0,1,16,0
23506,PlayStation 3,action,Ghostbusters: The Video Game,78,2992.0,1,16,0
23507,3DS,action,New Super Mario Bros. 2,78,2993.0,9,16,0
23509,Xbox One,action,Dead Rising 3,78,2995.0,12,16,0
23510,PC,action,RiME,78,2996.0,14,16,0
23512,Xbox 360,action,Switchball,78,2998.0,5,16,0
23513,Wii,action,Wario Land: Shake It!,78,2999.0,0,16,0
23515,Xbox 360,action,Call of Duty: Modern Warfare 2 - Resurgence Pack,78,3001.0,5,16,0
23516,PC,action,Deadlight,78,3002.0,14,16,0
23517,PlayStation 3,action,Ibb & Obb,78,3003.0,1,16,0
23518,Xbox One,action,Hue,78,3004.0,12,16,0
23519,PC,action,Far Cry 5,78,3005.0,14,16,0
23520,Xbox One,action,Samurai Shodown,78,3006.0,12,16,0
23521,Wii,action,Skylanders Giants,78,3007.0,0,16,0
23522,Xbox 360,action,Dead Space 3,78,3008.0,5,16,0
23525,PlayStation 3,action,Anomaly: Warzone Earth,78,3011.0,1,16,0
23526,PC,action,Galak-Z: The Dimensional,78,3012.0,14,16,0
23527,PC,action,Lovely Planet Arcade,78,3013.0,14,16,0
23529,Switch,action,Hyrule Warriors: Definitive Edition,78,3015.0,19,16,0
23530,PC,action,Awesomenauts,78,3016.0,14,16,0
23531,Xbox 360,action,Every Extend Extra Extreme,78,3017.0,5,16,0
23533,PC,action,Joe Dever's Lone Wolf HD Remastered,78,3019.0,14,16,0
23534,PlayStation 4,action,Toki Tori 2 +,78,3020.0,15,16,0
23535,Switch,action,Jamestown+,78,3021.0,19,16,0
23536,Xbox One,action,Call of Duty: Infinite Warfare,78,3022.0,12,16,0
23537,PlayStation 3,action,Injustice: Gods Among Us,78,3023.0,1,16,0
23538,PC,action,Pac-Man Championship Edition 2,78,3024.0,14,16,0
23540,PlayStation 4,action,Call of Duty: Black Ops III - Zombies Chronicles,78,3026.0,15,16,0
23541,PlayStation 4,action,Everybody's Gone to the Rapture,78,3027.0,15,16,0
23542,PC,action,Destiny 2: Shadowkeep,78,3028.0,14,16,0
23543,PlayStation 3,action,Mega Man 10,78,3029.0,1,16,0
23553,Xbox 360,action,Call of Duty: Black Ops - Annihilation,78,3039.0,5,16,0
23557,PC,action,Battlefield 3: End Game,78,3043.0,14,16,0
23559,Xbox 360,action,Marvel vs. Capcom Origins,78,3045.0,5,16,0
23564,PlayStation 3,action,The Walking Dead: Season Two Episode 4 - Amid the Ruins,78,3050.0,1,16,0
23571,PlayStation 4,action,Teslagrad,78,3057.0,15,16,0
23574,Wii U,action,Race the Sun,78,3060.0,6,16,0
23577,PlayStation 4,action,Mutant Mudds: Super Challenge,78,3063.0,15,16,0
23578,Xbox One,action,Aqua Kitty UDX,78,3064.0,12,16,0
23579,PlayStation 4,action,Flywrench,78,3065.0,15,16,0
23580,PC,action,Atomicrops,78,3066.0,14,16,0
23581,Switch,action,SpiritSphere DX,78,3067.0,19,16,0
23582,PC,action,Groove Coaster for Steam,78,3068.0,14,16,0
23584,Switch,action,Debris Infinity,78,3070.0,19,16,0
23585,Switch,action,Horizon Shift '81,78,3071.0,19,16,0
23586,Switch,action,Inmost,78,3072.0,19,16,0
23587,PlayStation 4,action,Door Kickers: Action Squad,78,3073.0,15,16,0
23588,Xbox One,action,Let's Sing 2021,78,3074.0,12,16,0
23590,3DS,action,Tom Clancy's Ghost Recon: Shadow Wars,77,3076.0,9,16,0
23591,PlayStation 4,action,Plants vs. Zombies: Battle for Neighborville,77,3077.0,15,16,0
23593,3DS,action,Kokuga,77,3079.0,9,16,0
23594,PlayStation 4,action,The Missing: JJ Macfield and the Island of Memories,77,3080.0,15,16,0
23595,Switch,action,Graceful Explosion Machine,77,3081.0,19,16,0
23597,Xbox 360,action,Mutant Storm Reloaded,77,3083.0,5,16,0
23599,PC,action,Sonic Generations,77,3085.0,14,16,0
23601,PC,action,Vacation Simulator,77,3087.0,14,16,0
23602,Switch,action,Shinsekai: Into the Depths,77,3088.0,19,16,0
23603,PlayStation 3,action,Starhawk,77,3089.0,1,16,0
23604,PlayStation 3,action,Skylanders Giants,77,3090.0,1,16,0
23605,PlayStation Vita,action,Puddle,77,3091.0,11,16,0
23607,Xbox One,action,Death Road to Canada,77,3093.0,12,16,0
23608,PlayStation 4,action,Game of Thrones: Episode One - Iron From Ice,77,3094.0,15,16,0
23609,Switch,action,Tiny Barbarian DX,77,3095.0,19,16,0
23610,PlayStation 3,action,Mega Man 9,77,3096.0,1,16,0
23611,PlayStation 3,action,EA Sports MMA,77,3097.0,1,16,0
23612,PC,action,Delta Force: Black Hawk Down,77,3098.0,14,16,0
23614,PlayStation 4,action,Linelight,77,3100.0,15,16,0
23616,PlayStation 4,action,Hardcore Mecha,77,3102.0,15,16,0
23617,Switch,action,Pawarumi,77,3103.0,19,16,0
23618,PlayStation 4,action,Life Goes On: Done to Death,77,3104.0,15,16,0
23619,Xbox One,action,Just Dance 2019,77,3105.0,12,16,0
23620,PC,action,Audica,77,3106.0,14,16,0
23621,Xbox 360,action,Shank 2,77,3107.0,5,16,0
23622,Xbox One,action,Far Cry Primal,77,3108.0,12,16,0
23623,Xbox 360,action,Sanctum 2,77,3109.0,5,16,0
23624,Xbox One,action,Livelock,77,3110.0,12,16,0
23625,Xbox One,action,Sky Force Anniversary,77,3111.0,12,16,0
23626,Xbox 360,action,Eets: Chowdown,77,3112.0,5,16,0
23627,PC,action,ArmA II,77,3113.0,14,16,0
23628,PlayStation 3,action,Dead or Alive 5 Ultimate,77,3114.0,1,16,0
23629,PlayStation 4,action,Ultimate Marvel vs. Capcom 3,77,3115.0,15,16,0
23630,PlayStation 4,action,Pac-Man Championship Edition 2,77,3116.0,15,16,0
23631,PlayStation 4,action,Street Fighter V,77,3117.0,15,16,0
23632,PC,action,DeathSpank,77,3118.0,14,16,0
23636,PlayStation 4,action,Embers of Mirrim,77,3122.0,15,16,0
23637,Xbox One,action,Mega Man 11,77,3123.0,12,16,0
23638,Xbox 360,action,SoulCalibur V,77,3124.0,5,16,0
23639,Xbox 360,action,Call of Juarez: Bound in Blood,77,3125.0,5,16,0
23640,PlayStation 4,action,Shu,77,3126.0,15,16,0
23642,PC,action,Operation Flashpoint: Resistance,77,3128.0,14,16,0
23644,PC,action,Zeno Clash,77,3130.0,14,16,0
23649,Xbox 360,action,Banjo-Kazooie,77,3135.0,5,16,0
23651,PC,action,Alien Swarm,77,3137.0,14,16,0
23652,PC,action,Giana Sisters: Twisted Dreams,77,3138.0,14,16,0
23659,PC,action,Figment,77,3145.0,14,16,0
23660,Switch,action,Flashback,77,3146.0,19,16,0
23661,Switch,action,Cat Quest II,77,3147.0,19,16,0
23662,PlayStation 4,action,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,77,3148.0,15,16,0
23663,Xbox 360,action,Gears of War 3: RAAM's Shadow,77,3149.0,5,16,0
23664,PlayStation 3,action,Crysis 3,77,3150.0,1,16,0
23666,PlayStation 3,action,Singularity,77,3152.0,1,16,0
23667,PlayStation 3,action,Alien Zombie Megadeath,77,3153.0,1,16,0
23668,Xbox One,action,Riddled Corpses EX,77,3154.0,12,16,0
23669,PlayStation 4,action,Let's Sing Queen,77,3155.0,15,16,0
23672,Xbox One,action,The Escapists 2,77,3158.0,12,16,0
23673,PlayStation 3,action,Just Dance 4,77,3159.0,1,16,0
23674,PC,action,Anomaly 2,77,3160.0,14,16,0
23675,PC,action,Element4l,77,3161.0,14,16,0
23676,Xbox One,action,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,77,3162.0,12,16,0
23677,Xbox One,action,Furi,77,3163.0,12,16,0
23678,Xbox 360,action,Final Fight: Double Impact,77,3164.0,5,16,0
23680,PC,action,Call of Duty: Black Ops Cold War,77,3166.0,14,16,0
23681,PlayStation 4,action,Valiant Hearts: The Great War,77,3167.0,15,16,0
23683,Xbox 360,action,Battlefield 2: Modern Combat,77,3169.0,5,16,0
23684,PlayStation 3,action,Just Dance 2014,77,3170.0,1,16,0
23685,PC,action,Green Hell,77,3171.0,14,16,0
23686,PC,action,Plants vs. Zombies: Battle for Neighborville,77,3172.0,14,16,0
23687,Xbox 360,action,Sonic Generations,77,3173.0,5,16,0
23688,PlayStation 4,action,Duke Nukem 3D: 20th Anniversary World Tour,77,3174.0,15,16,0
23689,PlayStation 3,action,Scott Pilgrim vs. the World: The Game,77,3175.0,1,16,0
23691,PC,action,Shadows: Awakening,77,3177.0,14,16,0
23692,Switch,action,Bomb Chicken,77,3178.0,19,16,0
23693,Xbox 360,action,Sonic the Hedgehog (Live Arcade),77,3179.0,5,16,0
23694,PC,action,Thomas Was Alone,77,3180.0,14,16,0
23695,Xbox One,action,Quantum Break,77,3181.0,12,16,0
23696,Switch,action,The Adventure Pals,77,3182.0,19,16,0
23697,Xbox 360,action,Dungeons & Dragons: Chronicles of Mystara,77,3183.0,5,16,0
23698,Xbox 360,action,Wik & the Fable of Souls,77,3184.0,5,16,0
23699,Switch,action,Super Crush K.O.,77,3185.0,19,16,0
23703,3DS,action,3D Classics: Kid Icarus,77,3189.0,9,16,0
23708,Wii U,action,Shantae: Risky's Revenge - Director's Cut,77,3194.0,6,16,0
23709,Switch,action,Kero Blaster,77,3195.0,19,16,0
23710,Switch,action,Flinthook,77,3196.0,19,16,0
23711,Switch,action,Sega Ages: Sonic the Hedgehog,77,3197.0,19,16,0
23712,PC,action,Street Fighter V: Champion Edition,77,3198.0,14,16,0
23713,PC,action,Teslagrad,77,3199.0,14,16,0
23714,Xbox One,action,#IDARB,77,3200.0,12,16,0
23715,3DS,action,Azure Striker Gunvolt,77,3201.0,9,16,0
23716,PC,action,The King of Fighters XIII: Steam Edition,77,3202.0,14,16,0
23718,PC,action,Space Junkies,77,3204.0,14,16,0
23719,PlayStation 3,action,Naruto Shippuden: Ultimate Ninja Storm 3,77,3205.0,1,16,0
23721,3DS,action,Super Little Acorns 3D Turbo,77,3207.0,9,16,0
23723,Xbox 360,action,World of Tanks: Xbox 360 Edition,77,3209.0,5,16,0
23724,PlayStation Vita,action,Surge Deluxe,77,3210.0,11,16,0
23727,PlayStation 3,action,Shank 2,77,3213.0,1,16,0
23728,Switch,action,Lumo,77,3214.0,19,16,0
23729,Switch,action,The Turing Test,77,3215.0,19,16,0
23730,Switch,action,ARMS,77,3216.0,19,16,0
23731,PC,action,Child of Light,77,3217.0,14,16,0
23732,PlayStation 3,action,Spec Ops: The Line,77,3218.0,1,16,0
23733,Xbox One,action,Wulverblade,77,3219.0,12,16,0
23734,PC,action,Game of Thrones: Episode Three - The Sword in the Darkness,77,3220.0,14,16,0
23736,Switch,action,20XX,77,3222.0,19,16,0
23739,PlayStation 4,action,SUPERHOT: MIND CONTROL DELETE,77,3225.0,15,16,0
23741,Xbox 360,action,DoDonPachi Resurrection,77,3227.0,5,16,0
23742,PC,action,Eldritch,77,3228.0,14,16,0
23743,PlayStation 4,action,Unravel Two,77,3229.0,15,16,0
23744,Wii,action,Kirby's Return to Dream Land,77,3230.0,0,16,0
23745,3DS,action,Poochy & Yoshi's Woolly World,77,3231.0,9,16,0
23747,3DS,action,3D Classics: Kirby's Adventure,77,3233.0,9,16,0
23751,PC,action,Sine Mora,77,3237.0,14,16,0
23753,PC,action,rymdkapsel,77,3239.0,14,16,0
23756,PC,action,Stealth Inc 2: A Game of Clones,77,3242.0,14,16,0
23758,PC,action,Lumo,77,3244.0,14,16,0
23759,Xbox One,action,Electronic Super Joy,77,3245.0,12,16,0
23760,PC,action,On Rusty Trails,77,3246.0,14,16,0
23761,Xbox One,action,Attack on Titan,77,3247.0,12,16,0
23763,Xbox One,action,Marvel vs. Capcom: Infinite,77,3249.0,12,16,0
23764,PC,action,Raiden V: Director's Cut,77,3250.0,14,16,0
23765,Xbox One,action,Mr. Shifty,77,3251.0,12,16,0
23766,PlayStation 4,action,20XX,77,3252.0,15,16,0
23767,Switch,action,Super Hydorah,77,3253.0,19,16,0
23768,Switch,action,Cursed Castilla,77,3254.0,19,16,0
23769,Xbox One,action,One Finger Death Punch 2,77,3255.0,12,16,0
23770,Switch,action,Ion Fury,77,3256.0,19,16,0
23771,PC,action,Blood: Fresh Supply,77,3257.0,14,16,0
23772,Switch,action,My Memory of Us,77,3258.0,19,16,0
23773,Switch,action,Piofiore: Fated Memories,77,3259.0,19,16,0
23774,Xbox One,action,DOOM 64,77,3260.0,12,16,0
23775,PC,action,Hypergalactic Psychic Table Tennis 3000,77,3261.0,14,16,0
23776,PlayStation 4,action,Vanquish,77,3262.0,15,16,0
23780,PlayStation 3,action,The King of Fighters XIII,77,3266.0,1,16,0
23781,PC,action,Sanctum 2,77,3267.0,14,16,0
23782,PlayStation 3,action,Soldner-X 2: Final Prototype,77,3268.0,1,16,0
23783,Xbox 360,action,Operation Flashpoint: Dragon Rising,77,3269.0,5,16,0
23784,PlayStation 3,action,Dead Nation,77,3270.0,1,16,0
23789,Xbox 360,action,Stranglehold,77,3275.0,5,16,0
23791,PC,action,Section 8: Prejudice,77,3277.0,14,16,0
23792,PlayStation 4,action,Transformers: Devastation,77,3278.0,15,16,0
23793,PC,action,Ace Combat Assault Horizon: Enhanced Edition,77,3279.0,14,16,0
23794,PlayStation 4,action,Xeodrifter,77,3280.0,15,16,0
23795,Xbox 360,action,Rocksmith,77,3281.0,5,16,0
23797,PlayStation 4,action,Game of Thrones: Episode Five - A Nest of Vipers,77,3283.0,15,16,0
23798,Switch,action,DOOM 64,77,3284.0,19,16,0
23799,PC,action,Angry Video Game Nerd Adventures,77,3285.0,14,16,0
23802,Xbox One,action,Fantasia: Music Evolved,77,3288.0,12,16,0
23804,Xbox 360,action,Mutant Storm Empire,77,3290.0,5,16,0
23805,PC,action,Everyday Shooter,77,3291.0,14,16,0
23807,PC,action,Solo,77,3293.0,14,16,0
23808,PC,action,The Last Campfire,77,3294.0,14,16,0
23809,Xbox 360,action,DOOM II,77,3295.0,5,16,0
23811,PlayStation 4,action,Call of Duty: Infinite Warfare,77,3297.0,15,16,0
23812,PlayStation Vita,action,Soul Sacrifice,77,3298.0,11,16,0
23815,Xbox One,action,Ziggurat,77,3301.0,12,16,0
23816,Xbox One,action,Portal Knights,77,3302.0,12,16,0
23817,Switch,action,Panzer Paladin,77,3303.0,19,16,0
23818,Xbox One,action,Farm Together,77,3304.0,12,16,0
23819,Xbox One,action,Zombie Army 4: Dead War,77,3305.0,12,16,0
23822,PlayStation Vita,action,Dragon's Crown,77,3308.0,11,16,0
23824,PlayStation 4,action,Lost Orbit,77,3310.0,15,16,0
23825,Xbox 360,action,Metro 2033,77,3311.0,5,16,0
23827,PlayStation 4,action,Sniper Elite 4,77,3313.0,15,16,0
23828,Xbox One,action,SEUM: Speedrunners from Hell,77,3314.0,12,16,0
23829,PC,action,Evolve,77,3315.0,14,16,0
23831,Xbox One,action,Unruly Heroes,77,3317.0,12,16,0
23832,Xbox One,action,Ruiner,77,3318.0,12,16,0
23833,PlayStation 3,action,Transformers: War for Cybertron,77,3319.0,1,16,0
23834,PlayStation 3,action,Borderlands: The Pre-Sequel,77,3320.0,1,16,0
23835,PlayStation 3,action,Wolfenstein 3D,77,3321.0,1,16,0
